identity,reference_image,detector_success,det_thresh,bbox
8916,Data/img_align_celeba/024123.jpg,True,0.1,"[58.482967376708984,60.654415130615234,143.7694091796875,186.59310913085938]"
8916,Data/img_align_celeba/025935.jpg,True,0.1,"[38.79814147949219,69.03287506103516,116.94014739990234,177.6649169921875]"
9007,Data/img_align_celeba/016710.jpg,True,0.1,"[41.792091369628906,60.338077545166016,128.75442504882812,185.1956787109375]"
9007,Data/img_align_celeba/017734.jpg,True,0.1,"[54.1583251953125,65.92048645019531,138.07809448242188,179.90113830566406]"
9007,Data/img_align_celeba/025605.jpg,True,0.1,"[39.444480895996094,63.1685676574707,125.97723388671875,184.25335693359375]"
9175,Data/img_align_celeba/024380.jpg,True,0.1,"[48.6546745300293,66.3104476928711,136.4952850341797,177.66531372070312]"
9175,Data/img_align_celeba/046063.jpg,True,0.1,"[42.55142593383789,54.41322708129883,140.8126220703125,185.84243774414062]"
9175,Data/img_align_celeba/066103.jpg,True,0.1,"[55.25295639038086,72.14595794677734,137.34469604492188,176.0869903564453]"
9359,Data/img_align_celeba/023783.jpg,True,0.1,"[44.927791595458984,60.00474548339844,124.84297180175781,173.18785095214844]"
9359,Data/img_align_celeba/025054.jpg,True,0.1,"[60.2869987487793,87.62077331542969,140.30909729003906,182.8944549560547]"
9359,Data/img_align_celeba/026849.jpg,True,0.1,"[51.93308639526367,67.79303741455078,132.70826721191406,176.02195739746094]"
9532,Data/img_align_celeba/041742.jpg,True,0.1,"[36.207542419433594,52.39365768432617,123.13481140136719,184.14901733398438]"
9532,Data/img_align_celeba/043247.jpg,True,0.1,"[40.01021957397461,49.58047103881836,129.70684814453125,183.71957397460938]"
9532,Data/img_align_celeba/047485.jpg,True,0.1,"[44.36909866333008,57.45994567871094,128.48146057128906,181.14739990234375]"
9671,Data/img_align_celeba/046815.jpg,True,0.1,"[43.81976318359375,55.1291618347168,135.3236083984375,182.92054748535156]"
9671,Data/img_align_celeba/050824.jpg,True,0.1,"[44.55887985229492,60.03791809082031,130.90171813964844,183.77481079101562]"
9671,Data/img_align_celeba/057790.jpg,True,0.1,"[47.63460922241211,62.45518493652344,129.52879333496094,174.11602783203125]"
9706,Data/img_align_celeba/051932.jpg,True,0.1,"[44.27339172363281,68.96349334716797,131.0236053466797,183.40940856933594]"
9706,Data/img_align_celeba/054359.jpg,True,0.1,"[54.31000518798828,66.63363647460938,136.87644958496094,180.84996032714844]"
9706,Data/img_align_celeba/072453.jpg,True,0.1,"[46.615718841552734,61.54035568237305,131.70492553710938,183.2314910888672]"
9783,Data/img_align_celeba/030064.jpg,True,0.1,"[36.96949005126953,49.06703186035156,128.50904846191406,191.8732452392578]"
9783,Data/img_align_celeba/035005.jpg,True,0.1,"[55.57976150512695,55.86142349243164,146.60427856445312,193.0938720703125]"
9783,Data/img_align_celeba/035212.jpg,True,0.1,"[50.521305084228516,62.440818786621094,126.99252319335938,177.7744903564453]"
9808,Data/img_align_celeba/016126.jpg,True,0.1,"[31.192550659179688,52.97978973388672,129.84481811523438,177.51332092285156]"
9808,Data/img_align_celeba/026483.jpg,True,0.1,"[43.5915641784668,60.95479965209961,133.21728515625,185.05926513671875]"
9808,Data/img_align_celeba/026913.jpg,True,0.1,"[23.213701248168945,54.25528335571289,113.5676498413086,182.94480895996094]"
10039,Data/img_align_celeba/028571.jpg,True,0.1,"[45.21150207519531,66.6034164428711,134.96116638183594,179.697509765625]"
10039,Data/img_align_celeba/035526.jpg,True,0.1,"[36.62417221069336,63.885765075683594,129.29148864746094,182.0780792236328]"
10039,Data/img_align_celeba/043124.jpg,True,0.1,"[46.619590759277344,56.8161506652832,144.2730712890625,184.22665405273438]"
10067,Data/img_align_celeba/020011.jpg,True,0.1,"[46.36834716796875,66.68341064453125,134.5909881591797,181.4513397216797]"
10067,Data/img_align_celeba/037025.jpg,True,0.1,"[63.46672439575195,59.5302619934082,150.4990234375,187.5643768310547]"
10067,Data/img_align_celeba/053231.jpg,True,0.1,"[27.72631072998047,61.29158020019531,113.91343688964844,185.81387329101562]"
10074,Data/img_align_celeba/019850.jpg,True,0.1,"[50.02410125732422,63.23126983642578,139.6094512939453,184.68927001953125]"
10074,Data/img_align_celeba/037215.jpg,True,0.1,"[39.16819381713867,65.92034149169922,128.79701232910156,180.59368896484375]"
10074,Data/img_align_celeba/045410.jpg,True,0.1,"[44.100563049316406,66.9356460571289,137.08773803710938,184.72499084472656]"
